Data Zone,Council Area,All ages,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90
Westburn and Newton - 07,South Lanarkshire,723,10,9,9,9,13,14,16,13,21,13,15,23,12,23,20,1,11,7,9,5,5,7,5,4,8,1,5,5,9,10,7,7,4,13,12,8,19,19,22,20,15,17,13,16,22,14,14,17,19,9,15,14,4,12,12,5,1,3,11,1,2,4,3,1,5,2,5,5,1,2,1,4,2,3,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0
Westburn and Newton - 08,South Lanarkshire,921,20,18,22,22,18,25,9,18,15,18,16,14,13,5,7,7,6,2,8,8,4,8,3,7,6,8,15,11,19,21,9,15,22,14,22,33,23,39,23,25,17,20,15,11,14,15,23,22,10,9,10,9,11,10,9,3,8,8,12,9,6,4,9,7,10,6,4,2,3,4,3,3,2,2,1,1,2,1,2,2,0,1,2,0,0,0,0,1,0,0,0
Westburn and Newton - 09,South Lanarkshire,775,10,12,10,18,12,14,3,8,15,11,9,18,12,2,9,9,13,11,14,8,12,14,13,9,6,9,12,7,0,13,13,10,3,14,15,9,12,17,14,7,5,3,3,2,21,6,7,6,13,10,19,8,11,8,14,16,9,11,9,5,11,4,7,12,8,6,11,17,1,7,12,6,3,6,10,4,5,2,2,3,2,3,1,2,2,3,3,4,1,0,4
Vicarland and Cairns - 01,South Lanarkshire,717,6,8,8,6,5,7,4,6,7,12,12,10,13,7,2,15,16,6,15,8,11,12,7,4,9,2,3,6,6,7,9,1,5,4,9,11,9,8,8,6,5,5,11,12,12,14,9,16,12,4,6,16,10,8,15,6,13,12,11,14,12,14,7,9,6,18,9,7,13,13,7,4,10,10,7,4,10,6,4,5,1,1,6,0,3,1,1,4,1,0,3
Vicarland and Cairns - 02,South Lanarkshire,605,5,4,5,7,2,7,4,1,5,5,4,5,4,7,3,2,2,4,3,7,10,1,7,5,4,4,3,1,3,3,11,15,8,6,7,9,7,9,3,4,4,9,4,6,8,7,12,5,3,8,8,5,10,6,8,12,12,6,13,8,15,19,13,11,7,5,16,12,6,6,13,5,10,9,11,6,13,8,6,4,4,10,7,5,9,2,4,2,2,0,5
Vicarland and Cairns - 03,South Lanarkshire,570,6,4,9,5,13,7,10,11,10,10,10,5,9,7,7,8,12,6,7,7,7,3,5,8,12,11,6,6,9,10,9,3,7,12,6,11,2,1,11,3,4,2,3,6,7,3,9,2,6,13,12,11,4,15,8,8,6,11,9,6,7,7,5,8,9,6,3,3,12,7,3,7,6,5,5,3,4,2,0,3,1,2,1,5,1,2,0,1,0,2,0
Vicarland and Cairns - 04,South Lanarkshire,743,15,6,11,12,10,8,12,14,8,13,8,5,12,11,9,12,7,12,12,14,8,3,8,9,9,11,5,15,5,6,4,7,14,9,9,14,7,18,7,8,5,13,10,4,8,17,6,7,14,11,9,6,9,10,14,13,11,4,15,10,11,5,7,10,5,1,14,10,11,11,7,5,6,6,6,0,3,7,3,7,8,0,4,3,1,2,2,0,1,1,3
Vicarland and Cairns - 05,South Lanarkshire,654,8,7,10,2,8,7,6,16,3,10,0,4,5,4,6,0,8,5,9,3,4,5,2,4,8,4,10,2,8,0,3,12,6,5,6,7,4,15,3,15,11,4,5,8,16,9,12,16,7,4,7,8,13,8,10,7,16,13,9,7,8,7,12,16,13,10,11,7,10,11,9,6,7,6,9,9,3,5,3,4,3,2,5,5,2,4,4,1,3,6,19
Vicarland and Cairns - 06,South Lanarkshire,870,11,10,8,8,8,10,4,5,8,7,5,11,3,8,6,6,10,2,7,8,9,19,9,6,9,14,13,2,11,9,10,17,13,7,5,12,17,8,7,0,3,11,14,9,9,12,16,10,15,16,12,13,7,18,16,8,13,15,15,15,14,14,15,18,11,21,13,15,16,14,16,4,6,10,10,7,14,9,7,10,7,6,3,4,2,8,0,2,1,2,2
Whitlawburn and Greenlees - 01,South Lanarkshire,732,10,12,11,4,11,9,21,11,7,10,9,10,11,5,9,9,14,9,9,6,6,7,6,14,5,6,9,5,12,6,3,10,11,5,11,15,10,9,9,13,10,25,8,12,11,20,10,8,8,13,19,12,5,16,21,7,13,13,8,12,4,3,5,8,10,4,8,2,3,2,3,1,4,4,4,1,1,4,3,3,2,4,2,2,4,3,3,2,3,6,4
Whitlawburn and Greenlees - 02,South Lanarkshire,696,12,3,6,14,15,9,17,5,9,12,8,2,10,9,6,6,10,7,7,7,12,10,15,14,20,12,21,12,2,7,3,13,10,4,6,6,13,13,1,13,10,8,3,12,3,15,19,8,9,13,11,18,17,12,6,13,3,7,9,8,7,12,6,11,2,1,1,7,2,12,7,7,4,3,2,3,4,2,3,4,3,0,1,0,2,0,1,1,0,0,3
Whitlawburn and Greenlees - 03,South Lanarkshire,941,19,12,26,11,21,19,12,14,22,12,7,8,5,15,8,14,7,21,17,13,20,10,15,13,18,13,13,18,14,9,16,24,12,8,19,16,14,19,13,17,9,9,13,11,10,14,13,14,24,12,19,19,8,16,9,14,14,8,5,6,5,6,12,7,3,6,11,7,9,3,4,6,6,2,3,1,0,0,0,1,1,2,3,3,1,2,1,0,0,2,3
Whitlawburn and Greenlees - 04,South Lanarkshire,602,3,6,7,12,3,7,6,9,6,7,11,5,2,6,6,3,2,1,6,6,0,5,4,5,3,6,8,1,6,6,10,9,13,3,5,7,7,5,14,6,12,11,7,5,1,9,1,10,4,6,8,3,3,7,10,13,11,12,16,22,17,11,10,20,12,9,15,4,16,9,14,8,10,4,2,4,5,5,2,5,0,0,0,3,3,0,0,1,1,1,3
Whitlawburn and Greenlees - 05,South Lanarkshire,888,9,9,11,21,13,17,16,10,20,14,20,9,12,19,15,5,8,14,10,4,10,7,8,16,3,8,3,3,9,4,6,12,12,13,9,11,20,20,15,12,18,28,14,33,12,23,15,21,16,17,13,16,20,12,7,7,13,10,15,8,12,11,5,4,8,4,9,8,5,9,6,10,2,3,4,6,2,1,0,2,0,0,0,1,1,0,0,0,0,0,0
Whitlawburn and Greenlees - 06,South Lanarkshire,551,4,6,4,5,1,4,4,3,6,2,2,1,4,2,1,6,14,3,10,10,6,4,8,2,7,4,6,6,3,2,4,6,11,0,4,2,3,7,6,5,4,4,2,9,7,5,9,17,3,6,15,8,12,13,11,13,9,11,8,15,11,11,11,20,6,15,6,11,16,15,8,6,5,4,2,4,4,2,1,2,0,1,2,5,4,6,0,1,0,0,3
Whitlawburn and Greenlees - 07,South Lanarkshire,416,4,1,2,6,5,4,1,9,4,2,9,5,2,5,4,6,1,3,3,5,5,2,6,2,1,0,6,7,5,0,1,3,2,8,6,2,4,5,5,3,2,4,7,9,8,4,6,9,1,4,7,3,7,8,7,9,7,3,9,9,10,11,18,12,10,9,13,4,4,7,4,8,3,3,2,3,3,3,0,3,0,0,2,0,2,1,1,1,1,0,1
Cambuslang Central - 01,South Lanarkshire,950,9,7,6,9,6,17,10,8,13,12,10,12,15,17,11,11,13,18,15,14,10,5,11,8,12,6,6,14,4,11,2,12,11,7,5,10,3,9,9,12,12,10,14,19,7,16,18,22,25,17,9,25,14,8,18,8,21,11,10,16,16,12,12,8,15,17,19,10,7,10,9,9,7,21,11,10,8,11,4,3,4,3,4,4,3,1,1,4,3,2,2
Cambuslang Central - 02,South Lanarkshire,666,7,7,8,6,4,8,4,12,9,9,14,4,5,7,4,3,5,7,11,12,9,6,11,6,7,11,7,2,6,2,4,8,7,5,3,2,11,11,9,7,8,8,11,5,6,15,15,20,12,10,8,11,11,19,18,18,14,13,4,13,9,10,14,5,13,6,6,14,4,10,6,8,3,2,3,1,2,5,2,7,0,0,0,3,4,4,1,2,1,0,2
Cambuslang Central - 03,South Lanarkshire,780,11,9,9,12,3,10,6,6,11,7,11,13,6,7,6,6,8,8,6,3,13,8,9,20,4,10,7,8,6,6,6,7,3,10,8,8,8,11,2,5,10,12,9,5,7,11,14,8,7,4,18,25,13,11,16,20,17,13,13,18,12,12,4,11,9,14,13,14,14,14,9,6,5,5,6,12,4,5,7,4,4,6,2,0,3,5,1,3,2,1,5
Cambuslang Central - 04,South Lanarkshire,904,9,6,9,10,5,5,9,10,4,8,9,10,5,5,6,5,5,3,5,6,5,13,13,11,15,12,19,23,12,17,10,5,14,7,7,17,6,8,19,10,14,12,6,11,8,2,11,9,14,9,10,7,16,12,13,18,10,14,7,6,14,14,15,15,20,9,21,15,12,17,19,8,13,7,14,8,12,8,5,7,13,13,4,6,3,1,5,5,6,2,7
Cambuslang Central - 05,South Lanarkshire,540,2,7,3,1,5,7,7,2,4,9,3,1,5,5,5,4,8,3,4,7,3,8,5,5,6,7,10,3,6,0,5,5,4,2,2,3,11,10,4,4,4,9,7,5,5,3,10,12,8,8,12,6,5,7,8,5,6,8,8,9,8,10,9,12,12,12,3,6,7,8,11,3,3,9,5,3,7,5,7,7,3,3,7,6,6,6,7,3,0,2,10
"Burgh, Eastfield and Silverbank - 01",South Lanarkshire,708,5,8,8,20,8,13,14,12,12,10,10,8,6,11,7,7,12,11,9,5,3,11,7,7,5,6,2,3,8,6,8,7,17,15,13,12,13,10,11,8,17,12,13,13,9,11,8,14,17,13,11,13,7,11,5,0,7,20,9,9,7,5,4,11,7,5,8,4,0,10,14,5,5,2,2,2,0,7,4,2,0,2,1,2,4,1,1,1,1,0,4
"Burgh, Eastfield and Silverbank - 02",South Lanarkshire,652,9,10,16,9,5,5,12,9,6,4,3,3,4,0,7,8,4,1,3,6,6,3,2,8,11,7,11,5,12,20,29,18,20,17,26,18,15,5,10,11,7,4,4,14,8,6,10,5,3,7,8,12,12,6,8,11,10,9,6,4,6,11,6,3,8,7,2,7,3,9,1,0,8,5,1,4,3,5,2,3,2,6,2,3,2,4,1,2,2,1,1
"Burgh, Eastfield and Silverbank - 03",South Lanarkshire,753,9,9,7,9,14,6,11,7,10,10,8,7,16,4,7,8,3,1,8,10,9,7,3,8,8,12,5,13,0,5,6,16,5,7,4,8,9,10,11,6,6,1,9,6,10,9,1,18,5,17,8,6,9,14,5,19,12,10,12,10,24,6,11,4,11,13,18,12,11,1,17,19,5,6,11,7,6,7,4,6,9,7,3,6,2,5,8,3,1,5,2
"Burgh, Eastfield and Silverbank - 04",South Lanarkshire,795,11,11,9,7,6,6,8,6,10,3,6,1,6,6,10,8,3,8,5,9,8,10,6,11,9,12,10,13,5,6,4,10,5,9,6,1,10,7,11,6,8,4,3,12,17,6,8,14,9,12,16,10,15,10,11,11,11,15,13,14,19,17,22,10,13,11,8,18,8,16,8,8,8,7,10,10,9,9,9,3,6,10,5,10,4,2,5,2,1,1,9
"Burgh, Eastfield and Silverbank - 05",South Lanarkshire,683,6,6,12,8,1,11,7,8,5,3,11,6,4,7,10,7,6,4,2,6,10,8,3,5,4,15,3,8,8,7,12,6,7,2,3,5,15,7,8,9,11,13,13,11,9,7,11,5,10,2,6,11,17,7,13,9,13,9,8,11,10,9,9,10,9,15,19,8,6,12,14,12,11,10,5,8,7,3,3,4,2,6,0,3,3,5,0,1,0,1,7
"Burgh, Eastfield and Silverbank - 06",South Lanarkshire,749,5,2,7,4,5,3,9,4,7,7,5,6,5,1,4,4,11,8,8,8,7,7,6,10,6,5,8,11,17,8,3,2,2,10,8,5,7,10,2,6,4,8,7,11,7,9,5,11,7,10,7,8,11,18,15,18,7,17,8,25,14,13,16,15,13,16,10,8,12,18,15,15,12,8,8,8,9,11,10,10,6,4,6,6,2,4,3,6,3,0,2
"Burgh, Eastfield and Silverbank - 07",South Lanarkshire,769,6,6,6,4,4,7,9,20,6,11,4,0,7,7,6,6,2,3,4,4,8,7,6,14,6,16,3,11,7,6,1,9,12,10,16,15,11,10,15,13,13,12,17,9,15,16,5,10,7,1,7,11,17,13,11,11,11,14,17,10,17,7,16,23,18,15,7,8,4,16,8,9,4,12,10,9,3,2,8,2,8,2,1,3,1,5,3,1,1,0,1
"Burgh, Eastfield and Silverbank - 08",South Lanarkshire,585,6,5,7,4,8,2,6,5,2,9,1,7,5,5,8,4,5,8,3,11,9,8,6,11,2,9,12,7,15,9,8,13,5,16,13,7,10,3,8,12,9,12,12,9,6,13,12,11,5,14,5,17,8,5,8,6,7,6,12,8,11,11,10,9,10,13,3,5,2,2,7,4,1,4,0,0,0,1,1,3,0,1,2,1,2,2,1,0,0,0,0
Farme Cross and Gallowflat North - 01,South Lanarkshire,747,3,10,5,4,7,8,3,5,2,3,1,5,6,2,2,2,2,6,7,5,5,7,3,13,10,4,9,11,6,5,12,22,6,11,14,12,12,14,12,7,10,8,7,14,9,2,16,12,8,16,12,13,15,15,12,15,6,8,13,14,8,16,10,7,8,9,5,7,9,11,11,10,3,8,10,7,4,11,10,6,12,6,7,10,6,8,3,2,1,3,11
Farme Cross and Gallowflat North - 02,South Lanarkshire,867,8,7,7,8,10,12,15,2,2,7,1,5,5,4,4,4,2,10,6,4,2,9,5,13,3,9,10,6,17,14,9,14,10,9,3,8,3,3,4,9,10,8,6,8,1,3,6,8,10,11,8,21,26,16,18,17,7,18,8,7,11,15,13,19,17,11,18,8,17,10,19,11,10,12,6,9,9,11,8,8,10,11,15,9,8,12,15,9,5,5,26
Farme Cross and Gallowflat North - 03,South Lanarkshire,680,4,5,4,9,9,3,4,3,3,4,1,7,9,3,1,4,7,2,3,8,11,9,6,7,11,6,4,8,10,7,7,13,13,12,11,12,10,18,8,10,5,13,12,8,7,11,9,6,9,20,12,4,14,9,6,6,17,19,12,7,4,11,13,9,10,9,8,9,10,9,7,5,8,9,8,7,8,5,2,4,6,2,1,4,7,3,2,1,2,2,3
Farme Cross and Gallowflat North - 04,South Lanarkshire,1.075,14,12,13,8,10,6,14,8,7,8,10,10,7,3,10,7,11,12,15,16,18,9,11,19,28,27,12,12,19,19,17,28,54,14,19,10,32,21,10,26,16,12,12,16,6,18,14,16,19,11,17,15,17,17,20,10,13,13,10,15,18,15,9,8,12,8,9,10,4,13,7,9,10,3,6,7,7,3,3,2,1,4,0,4,3,1,1,0,0,0,5
Shawfield and Clincarthill - 01,South Lanarkshire,1.002,4,5,6,9,6,6,9,10,10,8,11,3,6,8,3,10,8,10,8,10,2,6,12,7,2,13,10,9,5,1,7,7,9,6,3,0,8,8,12,6,9,13,4,6,8,12,12,7,13,10,16,10,10,10,16,15,8,17,11,20,18,12,9,19,16,8,12,13,15,18,17,11,16,9,17,15,15,16,18,7,9,9,17,20,24,23,19,14,19,7,50
Shawfield and Clincarthill - 02,South Lanarkshire,625,10,3,7,8,6,8,3,6,6,3,6,5,10,1,5,6,5,7,2,5,5,2,7,3,11,10,9,7,4,1,6,9,10,7,7,8,5,14,9,11,11,1,3,6,8,13,15,7,6,8,13,10,8,9,17,15,18,7,12,6,10,4,9,13,12,10,6,7,9,6,12,7,4,6,6,8,5,8,5,3,2,3,5,3,3,2,1,1,3,1,1
Shawfield and Clincarthill - 03,South Lanarkshire,561,6,1,2,5,2,6,11,1,7,5,7,7,7,0,2,12,3,6,5,6,7,9,12,4,7,10,14,8,12,12,7,7,8,7,9,3,3,5,9,10,8,4,12,12,17,6,13,4,7,14,2,15,10,1,1,7,9,1,3,16,11,8,4,0,6,11,6,8,5,7,5,4,6,8,2,7,5,4,1,3,5,4,1,5,1,3,0,0,0,3,2
Shawfield and Clincarthill - 04,South Lanarkshire,680,11,4,9,8,10,10,4,3,3,6,5,3,2,3,2,8,7,4,7,3,6,9,9,6,12,8,16,12,13,17,24,26,16,16,8,9,16,9,12,7,10,15,7,17,7,6,9,13,9,9,9,6,12,13,5,4,13,12,11,10,11,5,5,7,8,8,4,10,6,4,8,8,7,1,6,3,1,1,4,4,1,1,0,3,0,0,0,1,0,0,3
Shawfield and Clincarthill - 05,South Lanarkshire,719,3,10,9,6,3,4,10,9,3,8,8,5,7,1,3,3,9,1,5,10,5,7,9,14,10,19,10,9,12,13,10,9,7,21,11,22,15,10,20,7,10,20,23,13,8,17,14,8,5,12,11,13,15,11,9,16,10,8,7,6,4,4,9,3,4,6,6,4,13,4,6,6,6,3,5,3,4,6,7,4,5,4,4,1,0,0,0,0,0,1,4
Burnhill and Bankhead North - 01,South Lanarkshire,735,3,4,7,7,5,5,2,20,2,16,6,7,1,2,4,7,4,4,6,1,7,9,7,4,6,4,14,5,11,14,12,5,11,8,8,5,13,5,7,7,9,5,12,4,5,7,9,10,10,11,8,8,11,6,12,15,6,6,17,16,12,14,13,12,12,8,12,12,11,20,16,9,11,4,9,9,11,11,9,9,4,10,5,6,5,0,6,3,2,1,7
Burnhill and Bankhead North - 02,South Lanarkshire,745,10,9,6,11,8,7,12,3,7,5,9,4,8,5,7,3,9,8,12,11,8,3,3,10,13,12,15,8,23,8,9,9,2,8,15,6,21,5,7,11,3,13,5,9,5,7,15,10,8,11,12,11,18,16,13,7,22,12,13,8,8,13,9,13,8,18,6,5,8,6,3,8,9,12,7,6,2,6,2,7,1,1,2,1,1,2,0,2,4,1,6
